Dev Name, Dev ID,       Date / Time [GMT],     Date / Time [Local],     Latitude,    Longitude, Altitude [m], Fix Status,  DOP, Temp [C], Main [V], Back [V]
5728Hamm,  80621,    05-02-2018  12:00:20,    05-02-2018  06:00:20,   43.0259422,  -90.5887206,       293.02, 4 or more SV KF     ,  2.0,     16.5,     0.00,     0.00
5728Hamm,  80621,    05-02-2018  14:01:10,    05-02-2018  08:01:10,             ,             ,             , 0                   ,  0.0,     22.0,     0.00,     0.00
5728Hamm,  80621,    05-02-2018  16:01:10,    05-02-2018  10:01:10,             ,             ,             , 0                   ,  0.0,     22.0,     0.00,     0.00
5728Hamm,  80621,    05-02-2018  18:00:54,    05-02-2018  12:00:54,   43.0259047,  -90.5887303,       316.52, 4 or more SV KF     ,  3.4,     24.5,     0.00,     0.00
5728Hamm,  80621,    05-02-2018  20:00:38,    05-02-2018  14:00:38,   43.0259617,  -90.5887697,       295.10, 4 or more SV KF     ,  1.0,     21.5,     0.00,     0.00
5728Hamm,  80621,    05-02-2018  22:01:10,    05-02-2018  16:01:10,             ,             ,             , 0                   ,  0.0,     21.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  00:01:10,    05-02-2018  18:01:10,             ,             ,             , 0                   ,  0.0,     17.5,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  02:00:35,    05-02-2018  20:00:35,   43.0268019,  -90.5896353,       309.37, 4 or more SV KF     ,  1.0,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  04:00:19,    05-02-2018  22:00:19,   43.0261544,  -90.5885381,       297.05, 4 or more SV KF     ,  3.4,     16.5,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  06:00:34,    05-03-2018  00:00:34,   43.0250886,  -90.5897781,       311.07, 4 or more SV KF     ,  1.2,     16.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  08:00:09,    05-03-2018  02:00:09,   43.0250111,  -90.5897533,       307.11, 4 or more SV KF     ,  1.6,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  10:00:35,    05-03-2018  04:00:35,   43.0246711,  -90.5915533,       309.48, 4 or more SV KF     ,  2.0,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  12:00:11,    05-03-2018  06:00:11,   43.0208161,  -90.5903025,       302.31, 4 or more SV KF     ,  2.6,     15.5,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  14:00:34,    05-03-2018  08:00:34,   43.0215961,  -90.5921850,       323.78, 4 or more SV KF     ,  2.4,     20.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  16:00:41,    05-03-2018  10:00:41,   43.0211178,  -90.5924847,       347.02, 4 or more SV KF     ,  1.2,     23.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  18:01:10,    05-03-2018  12:01:10,             ,             ,             , 0                   ,  0.0,     22.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  20:01:08,    05-03-2018  14:01:08,   43.0190167,  -90.5922147,       262.96, 4 or more SV KF     ,  1.8,     23.0,     0.00,     0.00
5728Hamm,  80621,    05-03-2018  22:00:13,    05-03-2018  16:00:13,   43.0187967,  -90.5924569,       275.97, 4 or more SV KF     ,  2.0,     18.0,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  00:01:10,    05-03-2018  18:01:10,             ,             ,             , 0                   ,  0.0,     17.5,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  02:01:05,    05-03-2018  20:01:05,   43.0222081,  -90.5915169,       313.96, 4 or more SV KF     ,  4.2,     17.0,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  04:00:35,    05-03-2018  22:00:35,   43.0220547,  -90.5914911,       311.70, 4 or more SV KF     ,  1.6,     17.5,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  06:00:33,    05-04-2018  00:00:33,   43.0218658,  -90.5916989,       301.94, 3-D least-squares   ,  1.0,     16.0,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  08:00:37,    05-04-2018  02:00:37,   43.0221506,  -90.5915042,       313.46, 4 or more SV KF     ,  1.0,     14.5,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  10:01:10,    05-04-2018  04:01:10,             ,             ,             , 0                   ,  0.0,     11.5,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  12:01:05,    05-04-2018  06:01:05,   43.0199822,  -90.5919781,       271.13, 4 or more SV KF     ,  1.4,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  14:00:16,    05-04-2018  08:00:16,   43.0214642,  -90.5920503,       307.22, 4 or more SV KF     ,  2.2,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  16:01:03,    05-04-2018  10:01:03,   43.0201397,  -90.5926131,       316.90, 4 or more SV KF     ,  2.0,     21.0,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  18:00:37,    05-04-2018  12:00:37,   43.0186153,  -90.5924192,       265.33, 4 or more SV KF     ,  1.6,     26.5,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  20:01:00,    05-04-2018  14:01:00,   43.0190669,  -90.5923444,       324.40, 4 or more SV KF     ,  3.0,     25.5,     0.00,     0.00
5728Hamm,  80621,    05-04-2018  22:01:10,    05-04-2018  16:01:10,             ,             ,             , 0                   ,  0.0,     25.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  00:00:33,    05-04-2018  18:00:33,   43.0218078,  -90.5919678,       304.44, 3-D least-squares   ,  2.0,     22.5,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  02:00:28,    05-04-2018  20:00:28,   43.0258017,  -90.5988892,       303.88, 2-D least-squares   ,  5.6,     15.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  04:00:34,    05-04-2018  22:00:34,   43.0289867,  -90.5956086,       289.71, 3-D least-squares   ,  1.2,     13.5,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  06:00:18,    05-05-2018  00:00:18,   43.0278636,  -90.5976686,       319.30, 4 or more SV KF     ,  1.8,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  08:00:35,    05-05-2018  02:00:35,   43.0273739,  -90.5979594,       305.79, 4 or more SV KF     ,  1.0,     12.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  10:00:14,    05-05-2018  04:00:14,   43.0257442,  -90.5999931,       301.94, 4 or more SV KF     ,  1.6,     12.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  12:01:10,    05-05-2018  06:01:10,   43.0236900,  -90.5950325,        -0.25, 2-D least-squares   ,  6.8,     16.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  14:00:33,    05-05-2018  08:00:33,   43.0216406,  -90.5970225,       284.76, 3-D least-squares   ,  3.0,     19.5,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  16:01:10,    05-05-2018  10:01:10,             ,             ,             , 0                   ,  0.0,     30.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  18:01:05,    05-05-2018  12:01:05,   43.0232497,  -90.6005458,       298.39, 4 or more SV KF     ,  1.6,     28.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  20:00:07,    05-05-2018  14:00:07,   43.0231742,  -90.6010997,       269.30, 4 or more SV KF     ,  2.4,     31.0,     0.00,     0.00
5728Hamm,  80621,    05-05-2018  22:01:09,    05-05-2018  16:01:09,   43.0238492,  -90.6009231,        -0.14, 2-D least-squares   ,  2.4,     30.5,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  00:01:09,    05-05-2018  18:01:09,   43.0260033,  -90.6010972,        68.83, 3-D least-squares   ,  6.0,     27.0,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  02:00:27,    05-05-2018  20:00:27,   43.0280264,  -90.5977814,       311.67, 3-D least-squares   ,  1.4,     18.0,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  04:00:18,    05-05-2018  22:00:18,   43.0280472,  -90.5977950,       297.45, 4 or more SV KF     ,  5.0,     17.5,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  06:01:00,    05-06-2018  00:01:00,   43.0281114,  -90.5997103,       291.28, 4 or more SV KF     ,  2.0,     15.5,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  08:00:37,    05-06-2018  02:00:37,   43.0291311,  -90.5960639,       291.55, 4 or more SV KF     ,  1.0,     12.5,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  10:00:33,    05-06-2018  04:00:33,   43.0285608,  -90.5975050,       305.22, 3-D least-squares   ,  2.0,     12.5,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  12:00:20,    05-06-2018  06:00:20,   43.0291964,  -90.6010206,       301.37, 4 or more SV KF     ,  3.4,     15.0,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  14:01:09,    05-06-2018  08:01:09,   43.0290708,  -90.6021211,       326.57, 4 or more SV KF     ,  4.0,     23.0,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  16:01:09,    05-06-2018  10:01:09,   43.0300289,  -90.6018294,       268.25, 4 or more SV KF     ,  1.4,     25.5,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  18:01:06,    05-06-2018  12:01:06,   43.0299919,  -90.6031411,       275.55, 4 or more SV KF     ,  1.0,     31.0,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  20:00:06,    05-06-2018  14:00:06,   43.0296908,  -90.6024264,       277.68, 4 or more SV KF     ,  2.0,     26.5,     0.00,     0.00
5728Hamm,  80621,    05-06-2018  22:01:06,    05-06-2018  16:01:06,   43.0309311,  -90.6021825,        -0.32, 2-D least-squares   ,  2.4,     27.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  00:00:18,    05-06-2018  18:00:18,   43.0314417,  -90.6015850,        13.64, 3-D least-squares   ,  5.6,     23.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  02:00:36,    05-06-2018  20:00:36,   43.0280875,  -90.6017469,       291.19, 4 or more SV KF     ,  1.2,     15.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  04:00:25,    05-06-2018  22:00:25,   43.0263244,  -90.6029931,       295.87, 2-D least-squares   ,  8.2,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  06:00:35,    05-07-2018  00:00:35,   43.0267606,  -90.6023942,       315.77, 4 or more SV KF     ,  1.0,     12.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  08:00:06,    05-07-2018  02:00:06,   43.0267808,  -90.6023694,       319.21, 4 or more SV KF     ,  1.6,     10.5,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  10:00:33,    05-07-2018  04:00:33,   43.0254094,  -90.5963697,       309.53, 3-D least-squares   ,  2.6,      9.5,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  12:00:20,    05-07-2018  06:00:20,   43.0267822,  -90.5959411,       313.21, 3-D least-squares   ,  3.4,     12.5,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  14:00:35,    05-07-2018  08:00:35,   43.0216072,  -90.5969719,       299.01, 4 or more SV KF     ,  1.4,     18.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  16:00:34,    05-07-2018  10:00:34,   43.0222708,  -90.5997478,       331.39, 3-D least-squares   ,  1.6,     24.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  18:01:10,    05-07-2018  12:01:10,             ,             ,             , 0                   ,  0.0,     30.0,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  20:01:10,    05-07-2018  14:01:10,   43.0259236,  -90.6008194,        12.36, 3-D least-squares   ,  6.8,     33.5,     0.00,     0.00
5728Hamm,  80621,    05-07-2018  22:01:10,    05-07-2018  16:01:10,             ,             ,             , 0                   ,  0.0,     30.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  00:01:10,    05-07-2018  18:01:10,   43.0219414,  -90.6016644,       268.01, 4 or more SV KF     , 19.4,     26.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  02:00:35,    05-07-2018  20:00:35,   43.0257058,  -90.6004336,       309.43, 4 or more SV KF     ,  1.0,     17.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  04:00:33,    05-07-2018  22:00:33,   43.0256492,  -90.6004206,       311.76, 3-D least-squares   ,  1.2,     15.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  06:00:35,    05-08-2018  00:00:35,   43.0256906,  -90.6006669,       305.38, 4 or more SV KF     ,  0.8,     14.5,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  08:00:10,    05-08-2018  02:00:10,   43.0256650,  -90.6006544,       305.47, 4 or more SV KF     ,  1.4,     12.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  10:00:33,    05-08-2018  04:00:33,   43.0252131,  -90.6005397,       303.60, 3-D least-squares   ,  2.4,     12.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  12:00:22,    05-08-2018  06:00:22,   43.0235386,  -90.5994494,       244.97, 4 or more SV KF     ,  4.8,     15.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  14:01:07,    05-08-2018  08:01:07,   43.0202325,  -90.5940639,       292.64, 4 or more SV KF     ,  3.0,     20.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  16:01:05,    05-08-2018  10:01:05,   43.0201917,  -90.5940519,       284.30, 4 or more SV KF     ,  1.2,     23.5,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  18:00:12,    05-08-2018  12:00:12,   43.0198450,  -90.5940739,       275.74, 4 or more SV KF     ,  4.4,     25.0,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  20:00:33,    05-08-2018  14:00:33,   43.0191903,  -90.5921917,       267.23, 3-D least-squares   ,  1.8,     28.5,     0.00,     0.00
5728Hamm,  80621,    05-08-2018  22:00:36,    05-08-2018  16:00:36,   43.0200331,  -90.5923583,       276.82, 4 or more SV KF     ,  3.8,     27.0,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  00:01:07,    05-08-2018  18:01:07,   43.0231986,  -90.5928806,        -0.35, 2-D least-squares   , 25.0,     24.0,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  02:00:35,    05-08-2018  20:00:35,   43.0279194,  -90.5965058,       293.63, 4 or more SV KF     ,  1.4,     20.5,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  04:00:37,    05-08-2018  22:00:37,   43.0292119,  -90.5953775,       293.66, 4 or more SV KF     ,  1.0,     19.5,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  06:00:33,    05-09-2018  00:00:33,   43.0293556,  -90.5961022,       297.09, 3-D least-squares   ,  1.8,     17.0,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  08:00:37,    05-09-2018  02:00:37,   43.0277969,  -90.5967728,       314.07, 4 or more SV KF     ,  1.4,     13.5,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  10:00:51,    05-09-2018  04:00:51,   43.0274169,  -90.5981197,       303.60, 3-D least-squares   ,  1.6,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  12:00:35,    05-09-2018  06:00:35,   43.0272611,  -90.5943283,       289.89, 4 or more SV KF     ,  1.6,     14.0,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  14:00:33,    05-09-2018  08:00:33,   43.0259808,  -90.5927933,       303.08, 3-D least-squares   ,  2.8,     14.5,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  16:00:48,    05-09-2018  10:00:48,   43.0263608,  -90.5918139,       320.85, 4 or more SV KF     ,  3.6,     19.5,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  18:00:35,    05-09-2018  12:00:35,   43.0256819,  -90.5920533,       312.27, 4 or more SV KF     ,  1.4,     24.5,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  20:00:13,    05-09-2018  14:00:13,   43.0270067,  -90.5971225,       298.20, 4 or more SV KF     ,  3.4,     23.0,     0.00,     0.00
5728Hamm,  80621,    05-09-2018  22:00:33,    05-09-2018  16:00:33,   43.0283211,  -90.5964361,       294.17, 3-D least-squares   ,  1.8,     20.0,     0.00,     0.00
5728Hamm,  80621,    05-10-2018  00:00:18,    05-09-2018  18:00:18,   43.0287744,  -90.6012008,       298.84, 3-D least-squares   ,  5.6,     20.0,     0.00,     0.00
5728Hamm,  80621,    05-10-2018  02:00:35,    05-09-2018  20:00:35,   43.0282022,  -90.5996986,       296.59, 4 or more SV KF     ,  1.0,     17.5,     0.00,     0.00
5728Hamm,  80621,    05-10-2018  04:00:32,    05-09-2018  22:00:32,   43.0282908,  -90.5996872,       294.83, 2-D least-squares   ,  3.0,     15.0,     0.00,     0.00
