Dev Name, Dev ID,       Date / Time [GMT],     Date / Time [Local],     Latitude,    Longitude, Altitude [m], Fix Status,  DOP, Temp [C], Main [V], Back [V]
5880Nels-W,  80610,    05-03-2018  10:00:31,    05-03-2018  04:00:31,   43.0124556,  -90.5228178,       318.62, 2-D least-squares   ,  5.8,     14.0,     0.00,     0.00
5880Nels-W,  80610,    05-03-2018  12:01:10,    05-03-2018  06:01:10,             ,             ,             , 0                   ,  0.0,     16.5,     0.00,     0.00
5880Nels-W,  80610,    05-03-2018  14:01:10,    05-03-2018  08:01:10,   43.0184294,  -90.5392478,         0.14, 2-D least-squares   , 24.8,     20.5,     0.00,     0.00
5880Nels-W,  80610,    05-03-2018  16:01:10,    05-03-2018  10:01:10,             ,             ,             , 0                   ,  0.0,     22.0,     0.00,     0.00
5880Nels-W,  80610,    05-03-2018  18:01:10,    05-03-2018  12:01:10,             ,             ,             , 0                   ,  0.0,     24.5,     0.00,     0.00
5880Nels-W,  80610,    05-03-2018  20:00:33,    05-03-2018  14:00:33,   43.0088789,  -90.5209003,       297.46, 3-D least-squares   ,  5.0,     23.5,     0.00,     0.00
5880Nels-W,  80610,    05-03-2018  22:01:10,    05-03-2018  16:01:10,   43.0104883,  -90.5232192,       306.61, 4 or more SV KF     ,  5.6,     19.5,     0.00,     0.00
5880Nels-W,  80610,    05-04-2018  00:01:10,    05-03-2018  18:01:10,             ,             ,             , 0                   ,  0.0,     16.0,     0.00,     0.00
5880Nels-W,  80610,    05-04-2018  02:01:10,    05-03-2018  20:01:10,             ,             ,             , 0                   ,  0.0,     15.5,     0.00,     0.00
5880Nels-W,  80610,    05-04-2018  04:00:03,    05-03-2018  22:00:03,   43.0164325,  -90.5219214,       293.62, 4 or more SV KF     ,  1.8,     17.0,     0.00,     0.00
5880Nels-W,  80610,    05-04-2018  06:00:33,    05-04-2018  00:00:33,   43.0162694,  -90.5225808,       311.58, 3-D least-squares   ,  0.8,     16.0,     0.00,     0.00
5880Nels-W,  80610,    05-04-2018  08:00:33,    05-04-2018  02:00:33,   43.0168492,  -90.5215794,       317.31, 3-D least-squares   ,  1.0,     13.5,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  00:00:33,    05-05-2018  18:00:33,   43.0118442,  -90.5253906,       296.15, 3-D least-squares   ,  2.2,     25.5,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  02:00:37,    05-05-2018  20:00:37,   43.0164758,  -90.5247906,       313.36, 4 or more SV KF     ,  1.0,     18.0,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  04:00:33,    05-05-2018  22:00:33,   43.0164511,  -90.5245575,       311.92, 3-D least-squares   ,  1.2,     17.0,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  06:00:18,    05-06-2018  00:00:18,   43.0176797,  -90.5236231,       316.60, 3-D least-squares   ,  2.4,     17.0,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  08:01:10,    05-06-2018  02:01:10,   43.0140522,  -90.5210175,        -0.52, 2-D least-squares   ,  2.0,     13.5,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  10:01:10,    05-06-2018  04:01:10,   43.0123231,  -90.5216419,       284.55, 4 or more SV KF     ,  5.2,     13.5,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  12:00:34,    05-06-2018  06:00:34,   43.0106136,  -90.5222286,       284.38, 4 or more SV KF     ,  1.6,     14.0,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  14:00:14,    05-06-2018  08:00:14,   43.0109058,  -90.5222803,       283.28, 3-D least-squares   ,  1.6,     19.0,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  16:01:09,    05-06-2018  10:01:09,   43.0105933,  -90.5230378,       -12.29, 3-D least-squares   ,  1.8,     25.0,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  17:59:33,    05-06-2018  11:59:33,   43.0111019,  -90.5223925,       280.46, 3-D least-squares   ,  3.2,     33.5,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  18:00:33,    05-06-2018  12:00:33,   43.0112267,  -90.5221369,       268.52, 3-D least-squares   ,  2.6,     33.5,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  20:00:24,    05-06-2018  14:00:24,   43.0115550,  -90.5236294,       200.11, 4 or more SV KF     ,  2.4,     27.5,     0.00,     0.00
5880Nels-W,  80610,    05-06-2018  22:00:35,    05-06-2018  16:00:35,   43.0116631,  -90.5230253,       251.74, 4 or more SV KF     ,  1.6,     26.0,     0.00,     0.00
5880Nels-W,  80610,    05-07-2018  00:00:33,    05-06-2018  18:00:33,   43.0113542,  -90.5241994,       259.21, 3-D least-squares   ,  5.0,     23.0,     0.00,     0.00
5880Nels-W,  80610,    05-07-2018  02:00:33,    05-06-2018  20:00:33,   43.0155175,  -90.5249669,       305.82, 3-D least-squares   ,  1.0,     16.0,     0.00,     0.00
5880Nels-W,  80610,    05-07-2018  04:00:37,    05-06-2018  22:00:37,   43.0155381,  -90.5247953,       307.78, 4 or more SV KF     ,  1.6,     14.0,     0.00,     0.00
5880Nels-W,  80610,    05-07-2018  06:00:51,    05-07-2018  00:00:51,   43.0155764,  -90.5246364,       306.13, 3-D least-squares   ,  1.2,     13.5,     0.00,     0.00
5880Nels-W,  80610,    05-07-2018  08:00:36,    05-07-2018  02:00:36,   43.0149189,  -90.5241272,       314.05, 4 or more SV KF     ,  1.8,     14.5,     0.00,     0.00
5880Nels-W,  80610,    05-07-2018  10:01:10,    05-07-2018  04:01:10,             ,             ,             , 0                   ,  0.0,     12.5,     0.00,     0.00
5880Nels-W,  80610,    05-07-2018  12:01:09,    05-07-2018  06:01:09,   43.0111478,  -90.5241567,       311.63, 4 or more SV KF     ,  2.2,     15.0,     0.00,     0.00
